14|RAMADAN SOBHY|Egypt|AHMED|Ramadan Sobhy|RAMADAN|23.01.1997|FW|Stoke (ENG)|183|25|1
15|MAHMOUD HAMDY|Egypt|ATTIA|Mahmoud Hamdy|M. HAMDY|01.06.1995|DF|Zamalek (EGY)|173|1|0
16|SHERIF EKRAMY|Egypt|AHMED|Sherif Ekramy Ahmed|EKRAMY|10.07.1983|GK|Al Ahly Cairo (EGY)|193|23|0
17|MOHAMED ELNENY|Egypt|ELNENY|Mohamed Nasser Elsayed|M. ELNENY|11.07.1992|MF|Arsenal (ENG)|181|61|5
18|SHIKABALA|Egypt|FADLALA|Mahmoud AbdelrazekHassan|SHIKABALA|05.03.1986|FW|Al-Raed Sports Club (KSA)|183|32|2
19|ABDALLA SAID|Egypt|BEKHIT|Abdalla Mahmoud Said|ABDALLA|13.07.1985|MF|Kuopion Palloseura (FIN)|176|38|6
20|SAMIR SAAD|Egypt|ALI|Saadeldin Samir Saad|S. SAMIR|01.04.1989|DF|Al Masry (EGY)|183|11|0
21|TREZEGUET|Egypt|HASSAN|Mahmoud Ahmed Ibrahim|M. TREZEGUET|01.10.1994|MF|Kasimpasa SK (TUR)|181|26|2
22|AMR WARDA|Egypt|WARDA|Amr Medhat|WARDA|17.09.1993|FW|Atromitos FC (GRE)|179|17|0
23|MOHAMED ELSHENAWY|Egypt|ELSHENAWY GOMAA|Mohamed ElsayedMohamed|M. ELSHENAWY|18.12.1988|GK|Al Ahly Cairo (EGY)|191|3|0
1|Jordan PICKFORD|England|PICKFORD|Jordan Lee|PICKFORD|07.03.1994|GK|Everton (ENG)|185|3|0
2|Kyle WALKER|England|WALKER|Kyle Andrew|WALKER|28.05.1990|DF|Manchester City (ENG)|178|35|0
3|Danny ROSE|England|ROSE|Daniel Lee|ROSE|02.07.1990|DF|Tottenham Hotspur (ENG)|173|18|0
4|Eric DIER|England|DIER|Eric Jeremy Edgar|DIER|15.01.1994|MF|Tottenham Hotspur (ENG)|188|26|3
5|John STONES|England|STONES|John|STONES|28.05.1994|DF|Manchester City (ENG)|188|26|0
6|Harry MAGUIRE|England|MAGUIRE|Jacob Harry|MAGUIRE|05.03.1993|DF|Leicester (ENG)|193|5|0
7|Jesse LINGARD|England|LINGARD|Jesse Ellis|LINGARD|15.12.1992|MF|Manchester United (ENG)|175|12|1
8|Jordan HENDERSON|England|HENDERSON|Jordan Brian|HENDERSON|17.06.1990|MF|Liverpool (ENG)|183|39|0
9|Harry KANE|England|KANE|Harry Edward|KANE|28.07.1993|FW|Tottenham Hotspur (ENG)|188|24|13
10|Raheem STERLING|England|STERLING|Raheem|STERLING|08.12.1994|FW|Manchester City (ENG)|170|38|2
11|Jamie VARDY|England|VARDY|Jamie Richard|VARDY|11.01.1987|FW|Leicester (ENG)|178|22|7
12|Kieran TRIPPIER|England|TRIPPIER|Kieran John|TRIPPIER|19.09.1990|DF|Tottenham Hotspur (ENG)|178|7|0
13|Jack BUTLAND|England|BUTLAND|Jack|BUTLAND|10.03.1993|GK|Stoke (ENG)|196|8|0
14|Danny WELBECK|England|WELBECK|Daniel|WELBECK|26.11.1990|FW|Arsenal (ENG)|184|39|16
15|Gary CAHILL|England|CAHILL|Gary James|CAHILL|19.12.1985|DF|Chelsea (ENG)|191|60|5
16|Phil JONES|England|JONES|Philip Anthony|JONES|21.02.1992|DF|Manchester United (ENG)|182|25|0
17|Fabian DELPH|England|DELPH|Fabian|DELPH|21.11.1989|DF|Manchester City (ENG)|174|11|0
18|Ashley YOUNG|England|YOUNG|Ashley Simon|YOUNG|09.07.1985|DF|Manchester United (ENG)|175|34|7
19|Marcus RASHFORD|England|RASHFORD|Marcus|RASHFORD|31.10.1997|FW|Manchester United (ENG)|180|19|3
20|Dele ALLI|England|ALLI|Bamidele Jermaine|DELE|11.04.1996|MF|Tottenham Hotspur (ENG)|188|25|2
21|Ruben LOFTUS-CHEEK|England|LOFTUS-CHEEK|Ruben Ira|LOFTUS-CHEEK|23.01.1996|MF|Chelsea (ENG)|190|4|0
22|Trent ALEXANDER-ARNOLD|England|ALEXANDER-ARNOLD|Trent John|ALEXANDER-ARNOLD|07.10.1998|DF|Liverpool (ENG)|175|1|0
23|Nick POPE|England|POPE|Nicholas David|POPE|19.04.1992|GK|Burnley (ENG)|191|1|0
1|Hugo LLORIS|France|LLORIS|Hugo|LLORIS|26.12.1986|GK|Tottenham Hotspur (ENG)|188|98|0
2|Benjamin PAVARD|France|PAVARD|Benjamin|PAVARD|28.03.1996|DF|VfB Stuttgart (GER)|186|6|0
3|Presnel KIMPEMBE|France|KIMPEMBE|Presnel|KIMPEMBE|13.08.1995|DF|Paris Saint-Germain (FRA)|182|2|0
4|Raphael VARANE|France|VARANE|Raphaël Xavier|VARANE|25.04.1993|DF|Real Madrid (ESP)|191|42|2
5|Samuel UMTITI|France|UMTITI|Samuel|UMTITI|14.11.1993|DF|FC Barcelona (ESP)|183|19|2
6|Paul POGBA|France|POGBA|Paul Labile|POGBA|15.03.1993|MF|Manchester United (ENG)|191|54|9
7|Antoine GRIEZMANN|France|GRIEZMANN|Antoine|GRIEZMANN|21.03.1991|FW|Atlético Madrid (ESP)|174|54|20
8|Thomas LEMAR|France|LEMAR|Thomas|LEMAR|12.11.1995|FW|AS Monaco (FRA)|172|12|3
9|Olivier GIROUD|France|GIROUD|Olivier|GIROUD|30.09.1986|FW|Chelsea (ENG)|193|74|31
10|Kylian MBAPPE|France|MBAPPE LOTTIN|Kylian|MBAPPE|20.12.1998|FW|Paris Saint-Germain (FRA)|178|15|4
11|Ousmane DEMBELE|France|DEMBELE|Ousmane|DEMBELE|15.05.1997|FW|FC Barcelona (ESP)|178|12|2
12|Corentin TOLISSO|France|TOLISSO|Corentin|TOLISSO|03.08.1994|MF|Bayern München (GER)|180|9|0
13|Ngolo KANTE|France|KANTE|N'golo|KANTE|29.03.1991|MF|Chelsea (ENG)|168|24|1
14|Blaise MATUIDI|France|MATUIDI|Blaise|MATUIDI|09.04.1987|MF|Juventus (ITA)|180|67|9
15|Steven NZONZI|France|NZONZI|Steven|NZONZI|15.12.1988|MF|Sevilla FC (ESP)|197|4|0
16|Steve MANDANDA|France|MANDANDA MPIDI|Steve|MANDANDA|28.03.1985|GK|Olympique Marseille (FRA)|187|27|0
17|Adil RAMI|France|RAMI|Adil|RAMI|27.12.1985|DF|Olympique Marseille (FRA)|190|35|1
18|Nabil FEKIR|France|FEKIR|Nabil|FEKIR|18.07.1993|FW|Olympique Lyon (FRA)|173|12|2
19|Djibril SIDIBE|France|SIDIBE|Djibril|SIDIBE|29.07.1992|DF|AS Monaco (FRA)|184|17|1
20|Florian THAUVIN|France|THAUVIN|Florian|THAUVIN|26.01.1993|FW|Olympique Marseille (FRA)|180|4|0
21|Lucas HERNANDEZ|France|HERNANDEZ|Lucas|HERNANDEZ|14.02.1996|DF|Atlético Madrid (ESP)|183|5|0
22|Benjamin MENDY|France|MENDY|Benjamin|MENDY|17.07.1994|DF|Manchester City (ENG)|183|7|0
23|Alphonse AREOLA|France|AREOLA|Alphonse|AREOLA|27.02.1993|GK|Paris Saint-Germain (FRA)|195|0|0
1|Manuel NEUER|Germany|NEUER|Manuel Peter|NEUER|27.03.1986|GK|Bayern München (GER)|193|76|0
2|Marvin PLATTENHARDT|Germany|PLATTENHARDT|Marvin|PLATTENHARDT|26.01.1992|DF|Hertha BSC (GER)|181|6|0
3|Jonas HECTOR|Germany|HECTOR|Jonas Armin|HECTOR|27.05.1990|DF|1. FC Köln (GER)|185|38|3
4|Matthias GINTER|Germany|GINTER|Matthias Lukas|GINTER|19.01.1994|DF|Borussia Moenchengladbach (GER)|189|18|0
5|Mats HUMMELS|Germany|HUMMELS|Mats Julian|HUMMELS|16.12.1988|DF|Bayern München (GER)|192|64|5
6|Sami KHEDIRA|Germany|KHEDIRA|Sami|KHEDIRA|04.04.1987|MF|Juventus (ITA)|189|75|7
7|Julian DRAXLER|Germany|DRAXLER|Julian|DRAXLER|20.09.1993|MF|Paris Saint-Germain (FRA)|185|44|6
8|Toni KROOS|Germany|KROOS|Toni|KROOS|04.01.1990|MF|Real Madrid (ESP)|182|83|12
9|Timo WERNER|Germany|WERNER|Timo|WERNER|06.03.1996|FW|RasenBallsport Leipzig (GER)|181|14|8
10|Mesut OEZIL|Germany|ÖZIL|Mesut|ÖZIL|15.10.1988|MF|Arsenal (ENG)|180|90|23
11|Marco REUS|Germany|REUS|Marco|REUS|31.05.1989|FW|Borussia Dortmund (GER)|180|31|9
12|Kevin TRAPP|Germany|TRAPP|Kevin|TRAPP|08.07.1990|GK|Paris Saint-Germain (FRA)|189|3|0
13|Thomas MUELLER|Germany|MÜLLER|Thomas|MÜLLER|13.09.1989|MF|Bayern München (GER)|186|91|38
14|Leon GORETZKA|Germany|GORETZKA|Leon Christoph|GORETZKA|06.02.1995|MF|Schalke 04 (GER)|189|15|6
15|Niklas SUELE|Germany|SÜLE|Niklas|SÜLE|03.09.1995|DF|Bayern München (GER)|195|11|0
16|Antonio RUEDIGER|Germany|RÜDIGER|Antonio|RÜDIGER|03.03.1993|DF|Chelsea (ENG)|191|24|1
17|Jerome BOATENG|Germany|BOATENG|Jerome Agyenim|BOATENG|03.09.1988|DF|Bayern München (GER)|192|71|1
18|Joshua KIMMICH|Germany|KIMMICH|Joshua Walter|KIMMICH|08.02.1995|DF|Bayern München (GER)|176|29|3
19|Sebastian RUDY|Germany|RUDY|Sebastian|RUDY|28.02.1990|MF|Bayern München (GER)|179|25|1
20|Julian BRANDT|Germany|BRANDT|Julian|BRANDT|02.05.1996|MF|Bayer Leverkusen (GER)|183|16|1
21|Ilkay GUENDOGAN|Germany|GÜNDOGAN|Ilkay|GÜNDOGAN|24.10.1990|MF|Manchester City (ENG)|180|26|4
22|Marc-Andre TER STEGEN|Germany|TER STEGEN|Marc-André|TER STEGEN|30.04.1992|GK|FC Barcelona (ESP)|187|20|0
23|Mario GOMEZ|Germany|GOMEZ GARCIA|Mario|GOMEZ|10.07.1985|FW|VfB Stuttgart (GER)|189|75|31
1|Hannes HALLDORSSON|Iceland|HALLDORSSON|Hannes Thor|HALLDORSSON|27.04.1984|GK|Randers FC (DEN)|193|49|0
2|Birkir SAEVARSSON|Iceland|SAEVARSSON|Birkir Mar|SÆVARSSON|11.11.1984|DF|Valur (ISL)|186|79|1
3|Samuel FRIDJONSSON|Iceland|FRIDJONSSON|Samúel Kári|FRIDJÓNSSON|22.02.1996|MF|Vålerenga Fotball (NOR)|185|4|1
4|Albert GUDMUNDSSON|Iceland|GUDMUNDSSON|Albert|A. GUDMUNDSSON|15.06.1997|MF|PSV (NED)|177|5|3
5|Sverrir INGASON|Iceland|INGASON|Sverrir Ingi|INGASON|05.08.1993|DF|FK Rostov (RUS)|188|20|3
6|Ragnar SIGURDSSON|Iceland|SIGURDSSON|Ragnar|R. SIGURDSSON|19.06.1986|DF|FK Rostov (RUS)|187|77|3
7|Johann GUDMUNDSSON|Iceland|GUDMUNDSSON|Johann Berg|J. GUDMUNDSSON|27.10.1990|MF|Burnley (ENG)|179|67|7
8|Birkir BJARNASON|Iceland|BJARNASON|Birkir|BJARNASON|27.05.1988|MF|Aston Villa (ENG)|183|67|9
9|Bjorn SIGURDARSON|Iceland|SIGURDARSON|Bjorn Bergmann|SIGURDARSON|26.02.1991|FW|FK Rostov (RUS)|187|13|1
10|Gylfi SIGURDSSON|Iceland|SIGURDSSON|Gylfi Thor|G. SIGURDSSON|08.09.1989|MF|Everton (ENG)|186|57|19
11|Alfred FINNBOGASON|Iceland|FINNBOGASON|Alfred|FINNBOGASON|01.02.1989|FW|FC Augsburg (GER)|185|47|13
12|Frederik SCHRAM|Iceland|SCHRAM|Frederik August Albrecht|SCHRAM|19.01.1995|GK|Roskilde BK (DEN)|198|4|0
13|Runar RUNARSSON|Iceland|RÚNARSSON|Rúnar Alex|RÚNARSSON|18.02.1995|GK|FC Nordsjælland (DEN)|186|3|0
14|Kari ARNASON|Iceland|ARNASON|Kari|ÁRNASON|13.10.1982|DF|Aberdeen (SCO)|191|67|5
15|Holmar EYJOLFSSON|Iceland|EYJOLFSSON|Holmar Orn|EYJÓLFSSON|06.08.1990|DF|Levski Sofia (BUL)|188|10|1
16|Olafur SKULASON|Iceland|SKULASON|Olafur Ingi|Ó. SKÚLASON|01.04.1983|MF|Karabukspor (TUR)|184|36|1
17|Aron GUNNARSSON|Iceland|GUNNARSSON|Aron Einar|GUNNARSSON|22.04.1989|MF|Cardiff City (WAL)|181|77|2
18|Hordur MAGNUSSON|Iceland|MAGNUSSON|Hordur Bjorgvin|MAGNÚSSON|11.02.1993|DF|Bristol City (ENG)|191|16|2
19|Rurik GISLASON|Iceland|GISLASON|Rurik|GÍSLASON|25.02.1988|MF|SV Sandhausen (GER)|184|47|3
20|Emil HALLFREDSSON|Iceland|HALLFREDSSON|Emil|HALLFREDSSON|29.06.1984|MF|Udinese (ITA)|186|64|1
21|Arnor TRAUSTASON|Iceland|TRAUSTASON|Arnor Ingvi|TRAUSTASON|30.04.1993|MF|Malmö FF (SWE)|183|19|5
22|Jon BODVARSSON|Iceland|BODVARSSON|Jon Dadi|BÖDVARSSON|25.05.1992|FW|Reading (ENG)|189|38|2
23|Ari SKULASON|Iceland|SKULASON|Ari Freyr|A. SKÚLASON|14.05.1987|DF|Lokeren (BEL)|170|56|0
1|Ali BEIRANVAND|IR Iran|SAFARBEIRANVAND|Ali Reza|A. BEIRANVAND|21.09.1992|GK|Persepolis Football Club (IRN)|194|22|0
2|Mehdi TORABI|IR Iran|TORABI|Mahdi|M. TORABI|10.09.1994|MF|Saipa (IRN)|185|15|4
3|Ehsan HAJI SAFI|IR Iran|HAJI SAFI|Ehsan|HAJI SAFI|25.02.1990|DF|Olympiacos (GRE)|178|94|6
4|Roozbeh CHESHMI|IR Iran|CHESHMI|Roozbeh|R. CHESHMI|24.07.1993|DF|Esteghlal Tehran (IRN)|192|9|1
5|Milad MOHAMMADI|IR Iran|MOHAMMADI KESHMARZI|Milad|M. MOHAMMADI|29.09.1993|DF|FC Akhmat Grozny (RUS)|178|19|0
6|Saeid EZATOLAHI|IR Iran|EZATOLAHI AFAGH|Saeid|S. EZATOLAHI|01.10.1996|MF|FK Amkar Perm (RUS)|190|25|2
7|Masoud SHOJAEI|IR Iran|SOLEIMANI SHOJAEI|Masoud|SHOJAEI. M|09.06.1984|MF|AEK Athinai (GRE)|187|74|8
8|Morteza POURALIGANJI|IR Iran|POURALIGANJI|Morteza|M. POURALIGANJI|19.04.1992|DF|Al Sadd (QAT)|187|27|2
9|Omid EBRAHIMI|IR Iran|EBRAHIMI ZARANDINI|Omid|OMID|16.09.1987|MF|Esteghlal Tehran (IRN)|178|29|0
10|Karim ANSARIFARD|IR Iran|ANSARIFARD|Karim|KARIM|03.04.1990|FW|Olympiacos (GRE)|187|64|18
11|Vahid AMIRI|IR Iran|AMIRI|Vahid|V. AMIRI|02.04.1988|MF|Persepolis Football Club (IRN)|179|35|1
12|Rashid MAZAHERI|IR Iran|MAZAHERI|Mohammad Rashid|RASHID|18.05.1989|GK|Zob Ahan Isfahan FC (IRN)|192|3|0
13|Mohammad Reza KHANZADEH|IR Iran|KHANZADEH DARABY|Mohammad Reza|M.R. KHANZADEH|11.05.1991|DF|Padideh Khorasan Football Club(IRN)|186|8|1
14|Saman GHODDOS|IR Iran|GHODDOOS|Seyed Saman|GHODDOS|06.09.1993|FW|IFK Östersund FK (SWE)|177|7|1
15|Pejman MONTAZERI|IR Iran|MONTAZERI|Pejman|P. MONTAZERI|06.09.1983|DF|Esteghlal Tehran (IRN)|185|46|1
16|Reza GHOOCHANNEJHAD|IR Iran|GHOOCHANNEJHAD NOURNIA|Reza|REZA|20.09.1987|FW|sc Heerenveen (NED)|180|43|17
17|Mehdi TAREMI|IR Iran|TAREMI|Mehdi|MEHDI|18.07.1992|FW|Al Gharrafa (QAT)|187|26|11
18|Alireza JAHANBAKHSH|IR Iran|JAHANBAKHSH JIRANDEH|Alireza|A. JAHANBAKHSH|11.08.1993|FW|AZ (NED)|180|38|4
19|Majid HOSSEINI|IR Iran|HOSSEINI|Seyed Majid|M. HOSSEINI|20.06.1996|DF|Esteghlal Tehran (IRN)|183|1|0
20|Sardar AZMOUN|IR Iran|AZMOUN|Sardar|SARDAR|01.01.1995|FW|Rubin Kazan (RUS)|186|32|23
21|Ashkan DEJAGAH|IR Iran|DEJAGAH|Seyed Ashkan|DEJAGAH|05.07.1986|FW|Nottingham Forest FC (ENG)|181|45|9
22|Amir ABEDZADEH|IR Iran|ABEDZADEH|Amir|ABEDZADEH|26.04.1993|GK|CS Marítimo (POR)|186|1|0
23|Ramin REZAEIAN|IR Iran|REZAEIAN SEMESKANDI|Ramin|RAMIN|21.03.1990|DF|KV Oostende (BEL)|185|26|2
1|Eiji KAWASHIMA|Japan|KAWASHIMA|Eiji|KAWASHIMA|20.03.1983|GK|FC Metz (FRA)|185|84|0
2|Naomichi UEDA|Japan|UEDA|Naomichi|UEDA|24.10.1994|DF|Kashima Antlers (JPN)|186|4|0
3|Gen SHOJI|Japan|SHOJI|Gen|SHOJI|11.12.1992|DF|Kashima Antlers (JPN)|182|12|1
4|Keisuke HONDA|Japan|HONDA|Keisuke|HONDA|13.06.1986|MF|CF Pachuca (MEX)|182|95|36
5|Yuto NAGATOMO|Japan|NAGATOMO|Yuto|NAGATOMO|12.09.1986|DF|Galatasaray (TUR)|170|105|3
6|Wataru ENDO|Japan|ENDO|Wataru|ENDO|09.02.1993|DF|Urawa Reds (JPN)|178|12|0
7|Gaku SHIBASAKI|Japan|SHIBASAKI|Gaku|SHIBASAKI|28.05.1992|MF|Getafe CF (ESP)|175|18|3
8|Genki HARAGUCHI|Japan|HARAGUCHI|Genki|HARAGUCHI|09.05.1991|MF|Fortuna Duesseldorf (GER)|178|33|6
9|Shinji OKAZAKI|Japan|OKAZAKI|Shinji|OKAZAKI|16.04.1986|FW|Leicester (ENG)|174|113|50
10|Shinji KAGAWA|Japan|KAGAWA|Shinji|KAGAWA|17.03.1989|MF|Borussia Dortmund (GER)|175|92|30
11|Takashi USAMI|Japan|USAMI|Takashi|USAMI|06.05.1992|MF|Fortuna Duesseldorf (GER)|178|24|3
12|Masaaki HIGASHIGUCHI|Japan|HIGASHIGUCHI|Masaaki|HIGASHIGUCHI|12.05.1986|GK|Gamba Osaka (JPN)|184|5|0
13|Yoshinori MUTO|Japan|MUTO|Yoshinori|MUTO|15.07.1992|FW|Mainz 05 (GER)|179|23|2
14|Takashi INUI|Japan|INUI|Takashi|INUI|02.06.1988|MF|Eibar (ESP)|169|27|4
15|Yuya OSAKO|Japan|OSAKO|Yuya|OSAKO|18.05.1990|FW|1. FC Köln (GER)|182|29|7
16|Hotaru YAMAGUCHI|Japan|YAMAGUCHI|Hotaru|YAMAGUCHI|06.10.1990|MF|Cerezo Osaka (JPN)|173|42|2
17|Makoto HASEBE|Japan|HASEBE|Makoto|HASEBE|18.01.1984|MF|Eintracht Frankfurt (GER)|180|110|2
18|Ryota OHSHIMA|Japan|OHSHIMA|Ryota|OHSHIMA|23.01.1993|MF|Kawasaki Frontale (JPN)|168|5|0
19|Hiroki SAKAI|Japan|SAKAI|Hiroki|H. SAKAI|12.04.1990|DF|Olympique Marseille (FRA)|183|43|0
20|Tomoaki MAKINO|Japan|MAKINO|Tomoaki|MAKINO|11.05.1987|DF|Urawa Reds (JPN)|182|32|4
21|Gotoku SAKAI|Japan|SAKAI|Gotoku|G. SAKAI|14.03.1991|DF|Hamburger SV (GER)|176|41|0
22|Maya YOSHIDA|Japan|YOSHIDA|Maya|YOSHIDA|24.08.1988|DF|Southampton (ENG)|189|82|10
23|Kosuke NAKAMURA|Japan|NAKAMURA|Kosuke|NAKAMURA|27.02.1995|GK|Kashiwa Reysol (JPN)|184|4|0
1|KIM Seunggyu|Korea Republic|KIM|Seunggyu S G KIM|S G KIM|30.09.1990|GK|Vissel Kobe (JPN)|187|33|0
2|LEE Yong|Korea Republic|LEE|Yong Y LEE|Y LEE|24.12.1986|DF|Jeonbuk Motors (KOR)|180|28|0
3|JUNG Seunghyun|Korea Republic|JUNG|Seunghyun S H JUNG|S H JUNG|03.04.1994|DF|Sagan Tosu Football Club (JPN)|188|6|0
4|OH Bansuk|Korea Republic|OH|Bansuk B S OH|B S OH|20.05.1988|DF|Jeju United (KOR)|189|2|0
5|YUN Youngsun|Korea Republic|YUN|Youngsun Y S YUN|Y S YUN|04.10.1988|DF|Seongnam Ilhwa Chunma (KOR)|185|6|0
6|PARK Jooho|Korea Republic|PARK|Jooho J H PARK|J H PARK|16.01.1987|DF|Ulsan Hyundai (KOR)|174|36|0
7|SON Heungmin|Korea Republic|SON|Heungmin H M SON|H M SON|08.07.1992|FW|Tottenham Hotspur (ENG)|183|67|21
8|JU Sejong|Korea Republic|JU|Sejong S J JU|S J JU|30.10.1990|MF|Asan Mugunghwa Football Club(KOR)|176|10|1
9|KIM Shinwook|Korea Republic|KIM|Shinwook S W KIM|S W KIM|14.04.1988|FW|Jeonbuk Motors (KOR)|197|50|10
10|LEE Seungwoo|Korea Republic|LEE|Seungwoo S W LEE|Seungwoo S W LEE|06.01.1998|MF|Verona (ITA)|170|4|0
11|HWANG Heechan|Korea Republic|HWANG|Hee Chan H C HWANG|Hee Chan H C HWANG|26.01.1996|FW|Red Bull Salzburg (AUT)|177|14|2
12|KIM Minwoo|Korea Republic|KIM|Minwoo M W KIM|Minwoo M W KIM|25.02.1990|DF|Sangmu (KOR)|172|20|1
13|KOO Jacheol|Korea Republic|KOO|Jacheol J C KOO|Jacheol J C KOO|27.02.1989|MF|FC Augsburg (GER)|182|68|19
14|HONG Chul|Korea Republic|HONG|Chul C HONG|Chul C HONG|17.09.1990|DF|Sangmu (KOR)|176|14|0
15|JUNG Wooyoung|Korea Republic|JUNG|Wooyoung W Y JUNG|Wooyoung W Y JUNG|14.12.1989|MF|Vissel Kobe (JPN)|186|29|1
16|KI Sungyueng|Korea Republic|KI|Sungyueng S Y KI|Sungyueng S Y KI|24.01.1989|MF|Swansea City (WAL)|186|102|10
17|LEE Jaesung|Korea Republic|LEE|Jaesung J S LEE|Jaesung J S LEE|10.08.1992|MF|Jeonbuk Motors (KOR)|180|35|6
18|MOON Seonmin|Korea Republic|MOON|Seon Min S M MOON|Seon Min S M MOON|09.06.1992|MF|Incheon United (KOR)|172|3|1
19|KIM Younggwon|Korea Republic|KIM|Younggwon Y G KIM|Younggwon Y G KIM|27.02.1990|DF|Guangzhou Evergrande Taobao FC(CHN)|184|53|2
20|JANG Hyunsoo|Korea Republic|JANG|Hyunsoo H S JANG|Hyunsoo H S JANG|28.09.1991|DF|FC Tokyo (JPN)|187|51|3
21|KIM Jinhyeon|Korea Republic|KIM|Jinhyeon J H KIM|Jinhyeon J H KIM|06.07.1987|GK|Cerezo Osaka (JPN)|193|15|0
22|GO Yohan|Korea Republic|GO|Yohan Y H GO|Yohan Y H GO|10.03.1988|DF|FC Seoul (KOR)|170|19|0
23|JO Hyeonwoo|Korea Republic|JO|Hyeonwoo H W JO|Hyeonwoo H W JO|25.09.1991|GK|Daegu FC (KOR)|189|6|0
1|Jose CORONA|Mexico|CORONA RODRIGUEZ|Jose De Jesus|J. CORONA|26.01.1981|GK|Cruz Azul (MEX)|182|54|0
2|Hugo AYALA|Mexico|AYALA CASTRO|Hugo|H. AYALA|31.03.1987|DF|Tigres (MEX)|188|43|1
3|Carlos SALCEDO|Mexico|SALCEDO HERNANDEZ|Carlos Joel|C. SALCEDO|29.09.1993|DF|Eintracht Frankfurt (GER)|189|21|0
4|Rafael MARQUEZ|Mexico|MARQUEZ ALVAREZ|Rafael|R. MÁRQUEZ|13.02.1979|DF|Atlas (MEX)|184|145|15
6|Jonathan DOS SANTOS|Mexico|DOS SANTOS RAMÍREZ|Jonathan|J. DOS SANTOS|26.04.1990|MF|LA Galaxy (USA)|173|37|0
7|Miguel LAYUN|Mexico|LAYUN PRADO|Miguel Arturo|M. LAYÚN|25.06.1988|MF|Sevilla FC (ESP)|180|64|6
8|Marco FABIAN|Mexico|FABIAN DE LA MORA|Marco Jhonfai|M. FABIÁN|21.07.1989|FW|Eintracht Frankfurt (GER)|171|39|9
9|Raul JIMENEZ|Mexico|JIMENEZ RODRIGUEZ|Raul Alonso|RAÚL|05.05.1991|FW|Benfica (POR)|188|63|14
1|Giovani DOS SANTOS|Mexico|DOS SANTOS RAMIREZ|Giovani|G. DOS SANTOS|11.05.1989|MF|LA Galaxy (USA)|178|105|19
11|Carlos VELA|Mexico|VELA GARRIDO|Carlos Alberto|CARLOS V|01.03.1989|FW|Los Angeles Football Club (USA)|178|26|10
12|Alfredo TALAVERA|Mexico|TALAVERA DIAZ|Alfredo|A. TALAVERA|18.09.1982|GK|Toluca (MEX)|188|28|0
13|Guillermo OCHOA|Mexico|OCHOA MAGANA|Francisco Guillermo|G. OCHOA|13.07.1985|GK|Standard Liège (BEL)|185|94|0
14|Javier HERNANDEZ|Mexico|HERNANDEZ BALCAZAR|Javier|J. HERNÁNDEZ|01.06.1988|FW|West Ham United (ENG)|175|102|49
15|Hector MORENO|Mexico|MORENO HERRERA|Hector Alfredo|H. MORENO|17.01.1988|DF|Real Sociedad (ESP)|182|92|3
16|Hector HERRERA|Mexico|HERRERA LOPEZ|Hector Miguel|H. HERRERA|19.04.1990|DF|FC Porto (POR)|180|66|5
17|Jesus CORONA|Mexico|CORONA RUIZ|Jesus Manuel|JESÚS C.|06.01.1993|MF|FC Porto (POR)|174|36|7
18|Andres GUARDADO|Mexico|GUARDADO HERNANDEZ|Jose Andres|A. GUARDADO|28.09.1986|MF|Real Betis (ESP)|167|147|25
19|Oribe PERALTA|Mexico|PERALTA MORONES|Oribe|O. PERALTA|12.01.1984|FW|America (MEX)|178|66|26
20|Javier AQUINO|Mexico|AQUINO CARMONA|Javier Ignacio|J. AQUINO|11.02.1990|MF|Tigres (MEX)|166|53|0
21|Edson ALVAREZ|Mexico|ALVAREZ VELAZQUEZ|Edson Omar|E. ÁLVAREZ|24.10.1997|DF|America (MEX)|186|13|1
22|Hirving LOZANO|Mexico|LOZANO BAHENA|Hirving Rodrigo|H. LOZANO|30.07.1995|FW|PSV (NED)|176|28|7
23|Jesus GALLARDO|Mexico|GALLARDO VASCONCELOS|Jesus Daniel|J. GALLARDO|15.08.1994|MF|Pumas UNAM (MEX)|177|23|0
1|Yassine BOUNOU|Morocco|BOUNOU|Yassine|BOUNOU|05.04.1991|GK|Girona Futbol Club (ESP)|190|34|0
2|Achraf HAKIMI|Morocco|HAKIMI|Achraf|HAKIMI|04.11.1998|DF|Real Madrid (ESP)|179|12|1
3|Hamza MENDYL|Morocco|MENDYL|Hamza|MENDYL|21.10.1997|DF|Lille OSC (FRA)|179|16|0
4|Manuel DA COSTA|Morocco|DA COSTA TRINDADE|Manuel Marouan|DA COSTA|06.05.1986|DF|Istanbul Başakşehir (TUR)|187|27|2
5|Mehdi BENATIA|Morocco|EL MOUTTAQUI|Mehdi Amine|BENATIA|17.04.1987|DF|Juventus (ITA)|188|60|4
6|Ghanem SAISS|Morocco|SAISS|Ghanem|SAISS|26.03.1990|DF|Wolverhampton (ENG)|190|26|2
7|Hakim ZIYACH|Morocco|ZIYACH|Hakim|ZIYACH|19.03.1993|MF|Ajax (NED)|180|18|10
8|Karim EL AHMADI|Morocco|EL AHMADI AROUSSI|Karim|EL AHMADI|27.01.1985|MF|Feyenoord (NED)|179|52|1
9|Ayoub EL KAABI|Morocco|EL KAABI|Ayoub|EL KAABI|25.06.1993|FW|RS Berkane (MAR)|182|3|2
1|Younes BELHANDA|Morocco|BELHANDA|Younes|BELHANDA|25.02.1990|MF|Galatasaray (TUR)|174|50|5
